contig	assembly_name	gene_callers_id	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
c_000000000040	SQK-NBD114-24_barcode05_2	1536.0	24433	25153			Signal transduction mechanisms	Chlorophyll biosynthesis regulator GUN4/Ycf53 domain (Ycf53) (PDB:1Z3X) (PUBMED:21972240)		GUN4-like											T	COG5750		CyCOG_60000960									gene
c_000000000041	SQK-NBD114-24_barcode05_2	1563.0	27417	27615						aminoacyl-tRNA synthetase CAAD domain-containing protein														CyCOG_60000332									gene
c_000000000041	SQK-NBD114-24_barcode05_2	1563.1	27616	27901																													intergenic
c_000000000041	SQK-NBD114-24_barcode05_2	1564.0	27902	28010						adenylyltransferase and sulfurtransferase														CyCOG_60000125									gene
c_000000000042	SQK-NBD114-24_barcode05_2	1585.0	14298	14577			Defense mechanisms	5-methylcytosine-specific restriction endonuclease McrA (McrA)		HNH endonuclease											V	COG1403		CyCOG_60000045									gene
c_000000000045	SQK-NBD114-24_barcode05_2	1606.1	2502	2890																													intergenic
c_000000000045	SQK-NBD114-24_barcode05_2	1607.0	2891	3092			Carbohydrate transport and metabolism	Fructosamine-3-kinase (FN3K) (PDB:3F7W)		Fructosamine-3-kinase											G	COG3001		CyCOG_60000480									gene
c_000000000050	SQK-NBD114-24_barcode05_2	1760.0	18395	18764						ribonuclease R														CyCOG_60001215									gene
c_000000000051	SQK-NBD114-24_barcode05_2	1781.1	22076	22190																													intergenic
c_000000000051	SQK-NBD114-24_barcode05_2	1782.0	22191	22938			Cell wall/membrane/envelope biogenesis	Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)		Glycosyltransferase involved in cell wall bisynthesis											M	COG0438		CyCOG_60000187									gene
c_000000000052	SQK-NBD114-24_barcode05_2	1789.1	3148	3496																													intergenic
c_000000000052	SQK-NBD114-24_barcode05_2	1790.0	3497	3653			General function prediction only	Predicted carbamoyl transferase, NodU family (PDB:3VEN)		carbamoyltransferase											R	COG2192		CyCOG_60001593									gene
c_000000000052	SQK-NBD114-24_barcode05_2	1791.0	3649	4009			General function prediction only	Predicted carbamoyl transferase, NodU family (PDB:3VEN)		carbamoyltransferase											R	COG2192		CyCOG_60001593									gene
c_000000000053	SQK-NBD114-24_barcode05_2	1792.0	1	382			Cell wall/membrane/envelope biogenesis	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase (LpxA) (PDB:1J2Z)	Lipid A biosynthesis	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.201  UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism!!!Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type!!!KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]							M	COG1043	COG1043	CyCOG_60000756	ko00001!!!ko00001!!!ko01000	M00060!!!M00866	M00060!!!M00866	K00677					gene
c_000000000053	SQK-NBD114-24_barcode05_2	1792.1	383	385																													intergenic
c_000000000053	SQK-NBD114-24_barcode05_2	1793.0	386	704			Lipid transport and metabolism	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase (FabA) (PDB:1MKA)	Fatty acid biosynthesis	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00780 Biotin metabolism [PATH:ko00780]!!!Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.1  Hydro-lyases>>>4.2.1.59  3-hydroxyacyl-[acyl-carrier-protein] dehydratase!!!Lipid biosynthesis proteins>>>Fatty acid synthase>>>Component type	Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	Fatty acid biosynthesis, elongation!!!Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]							I	COG0764	COG0764	CyCOG_60000883	ko00001!!!ko00001!!!ko01000!!!ko01004	M00083!!!M00572	M00083!!!M00572	K02372					gene
c_000000000054	SQK-NBD114-24_barcode05_2	1816.0	9881	10307	AdoHcyase		Coenzyme transport and metabolism	S-adenosylhomocysteine hydrolase (SAM1) (PDB:1A7A)		adenosylhomocysteinase	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00270 Cysteine and methionine metabolism [PATH:ko00270]!!!Enzymes>>>3. Hydrolases>>>3.13  Acting on carbon-sulfur bonds>>>3.13.2  Thioether and trialkylsulfonium hydrolases>>>3.13.2.1  adenosylhomocysteinase!!!Protein phosphatases and associated proteins>>>Protein serine/threonine phosphatases>>>Phosphoprotein phosphatases (PPPs)>>>Protein phosphatase-1>>>PP1-interacting proteins (PIPs)!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of other body fluids (saliva and urine)	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	Methionine degradation	adenosylhomocysteinase [EC:3.13.2.1]					PF05221.17		H	COG0499		CyCOG_60000157	ko00001!!!ko01000!!!ko01009!!!ko04147	M00035	M00035	K01251					gene
c_000000000054	SQK-NBD114-24_barcode05_2	1817.0	10171	10849			Translation, ribosomal structure and biogenesis	tRNA nucleotidyltransferase/poly(A) polymerase (PcnB) (PDB:3WFR)	tRNA modification	tRNA nucleotidyltransferase (CCA-adding enzyme)											J	COG0617	COG0617	CyCOG_60000343									gene
c_000000000055	SQK-NBD114-24_barcode05_2	1857.0	30048	30771			Translation, ribosomal structure and biogenesis	Pseudouridylate synthase RsuA, specific for 16S rRNA U516  and 23S rRNA U2605 (RsuA) (PDB:1KSK)	16S rRNA modification	ribosomal large subunit pseudouridine synthase F	Enzymes>>>5. Isomerases>>>5.4  Intramolecular transferases>>>5.4.99  Transferring other groups>>>5.4.99.21  23S rRNA pseudouridine2604 synthase!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA modification factors>>>23S rRNA modification factors			23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]							J	COG1187	COG1187	CyCOG_60001501	ko01000!!!ko03009			K06182					gene
c_000000000055	SQK-NBD114-24_barcode05_2	1916.0	68683	68995						Cupin domain protein														CyCOG_60000845									gene
c_000000000058	SQK-NBD114-24_barcode05_2	2063.1	8627	8853																													intergenic
c_000000000001	SQK-NBD114-24_barcode16_7	3376.1	3565255	3571581																													intergenic
c_000000000001	SQK-NBD114-24_barcode16_7	3580.1	3807046	3813662																													intergenic
c_000000000002	SQK-NBD114-24_barcode15_1	3658.1	820752	827224																													intergenic
c_000000000005	SQK-NBD114-24_barcode15_1	4276.1	211	6732																													intergenic
c_000000000005	SQK-NBD114-24_barcode06_3	133.0	48187	48913			Translation, ribosomal structure and biogenesis	tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase (TrmJ) (PDB:3ONP)	tRNA modification	tRNA/rRNA methyltransferase	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.-!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Methyltransferases			tRNA/rRNA methyltransferase [EC:2.1.1.-]							J	COG0565	COG0565	CyCOG_60001093	ko01000!!!ko03016			K02533					gene
c_000000000005	SQK-NBD114-24_barcode06_3	133.1	48914	48918																													intergenic
c_000000000005	SQK-NBD114-24_barcode06_3	134.0	48919	49291			Cell cycle control, cell division, chromosome partitioning!!!Cytoskeleton	Cell shape-determining ATPase MreB, actin-like superfamily (MreB) (PDB:1JCE)		rod shape-determining protein MreB	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins!!!Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>Actin homologs>>>Actins!!!Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>Type II TA system related factors			rod shape-determining protein MreB and related proteins							D!!!Z	COG1077		CyCOG_60000234	ko03036!!!ko04812!!!ko02048			K03569					gene
c_000000000006	SQK-NBD114-24_barcode06_3	135.0	92	230			Carbohydrate transport and metabolism	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase (GapA) (PDB:3ZDF)	Glycolysis	glyceraldehyde-3-phosphate dehydrogenase (NAD+)											G	COG0057	COG0057	CyCOG_60001385									gene
c_000000000006	SQK-NBD114-24_barcode06_3	136.0	204	576			Transcription	dsRNA-specific ribonuclease (Rnc) (PDB:1DI2)		RNAse III											K	COG0571		CyCOG_60000630									gene
c_000000000006	SQK-NBD114-24_barcode06_3	136.1	577	694																													intergenic
c_000000000006	SQK-NBD114-24_barcode06_3	137.0	695	881			Energy production and conversion	NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific subunit S (CRR31) (NdhS) (PDB:6A7K) (PUBMED:30742075;30573545)		Protein of unknown function (DUF3252)	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers			NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:7.1.1.-]							C	COG5790		CyCOG_60001013	ko00001			K00345					gene
c_000000000006	SQK-NBD114-24_barcode06_3	137.1	882	902																													intergenic
c_000000000006	SQK-NBD114-24_barcode06_3	138.0	903	1197			Translation, ribosomal structure and biogenesis	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing (RimM) (PDB:2QGG)	16S rRNA modification	16S rRNA processing protein RimM	Ribosome biogenesis>>>Prokaryotic type>>>ribosomal protein modification factors			16S rRNA processing protein RimM							J	COG0806	COG0806	CyCOG_60000544	ko03009			K02860					gene
c_000000000006	SQK-NBD114-24_barcode06_3	267.0	76587	76821						Protein of unknown function (DUF1651)														CyCOG_60001160									gene
c_000000000007	SQK-NBD114-24_barcode06_3	342.0	75104	75581			Cell wall/membrane/envelope biogenesis	Lipid II flippase MurJ/MviN (peptidoglycan biosynthesis) (MurJ) (PDB:5T77) (PUBMED:25013077)		putative peptidoglycan lipid II flippase											M	COG0728		CyCOG_60000198									gene
c_000000000008	SQK-NBD114-24_barcode06_3	354.1	7883	8109																													intergenic
c_000000000008	SQK-NBD114-24_barcode06_3	355.0	8110	8572			Translation, ribosomal structure and biogenesis	16S rRNA C1402 N4-methylase RsmH (RmsH) (PDB:1M6Y)	16S rRNA modification	16S rRNA (cytosine1402-N4)-methyltransferase											J	COG0275	COG0275	CyCOG_60000148									gene
c_000000000010	SQK-NBD114-24_barcode06_3	373.0	11698	12121			Coenzyme transport and metabolism!!!Signal transduction mechanisms	Predicted protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family (AarF) (PDB:4PED)	Ubiquinone biosynthesis	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family											H!!!T	COG0661	COG0661	CyCOG_60000749									gene
c_000000000012	SQK-NBD114-24_barcode06_3	504.0	3	237			Lipid transport and metabolism	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (IspD) (PDB:1H3M)	Isoprenoid biosynthesis	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase											I	COG1211	COG1211	CyCOG_60000220									gene
c_000000000014	SQK-NBD114-24_barcode06_3	540.1	2001	2155																													intergenic
c_000000000014	SQK-NBD114-24_barcode06_3	541.0	2156	2372			General function prediction only	RNA-binding protein YlmH, contains S4-like domain (YlmH)		photosystem II S4 domain protein											R	COG2302		CyCOG_60001083									gene
c_000000000016	SQK-NBD114-24_barcode06_3	571.0	3670	5014			Posttranslational modification, protein turnover, chaperones	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family (PpiB) (PDB:4DGD)		protein of unknown function (DUF4214)											O	COG0652		CyCOG_60001883									gene
c_000000000016	SQK-NBD114-24_barcode06_3	571.1	5015	5252																													intergenic
c_000000000016	SQK-NBD114-24_barcode06_3	572.0	5253	5421						hypothetical protein														CyCOG_60000391									gene
c_000000000019	SQK-NBD114-24_barcode06_3	597.0	2	206						hypothetical protein														CyCOG_60000766									gene
c_000000000019	SQK-NBD114-24_barcode06_3	597.1	207	316																													intergenic
c_000000000019	SQK-NBD114-24_barcode06_3	598.0	317	1130			Carbohydrate transport and metabolism	1,4-alpha-glucan branching enzyme (GlgB) (PDB:4LPC) (PUBMED:25871919)		1,4-alpha-glucan branching enzyme											G	COG0296		CyCOG_60000955									gene
c_000000000019	SQK-NBD114-24_barcode06_3	598.1	1131	1444																													intergenic
c_000000000021	SQK-NBD114-24_barcode06_3	608.1	1435	1695																													intergenic
c_000000000021	SQK-NBD114-24_barcode06_3	610.0	2380	2617						Putative Holin-X, holin superfamily III														CyCOG_60000528									gene
c_000000000021	SQK-NBD114-24_barcode06_3	611.0	2618	2921			Translation, ribosomal structure and biogenesis	23S rRNA G2445 N2-methylase RlmL (RlmL) (PDB:3V97) (PUBMED:22362734)	23S rRNA modification	putative N6-adenine-specific DNA methylase											J	COG0116	COG0116	CyCOG_60000386									gene
c_000000000022	SQK-NBD114-24_barcode06_3	616.0	1436	1538						molecular chaperone HtpG														CyCOG_60000923									gene
c_000000000022	SQK-NBD114-24_barcode06_3	619.1	2503	2669																													intergenic
c_000000000022	SQK-NBD114-24_barcode06_3	620.0	2670	3195			Amino acid transport and metabolism	Glycine/serine hydroxymethyltransferase (GlyA) (PDB:1BJ4)	Serine biosynthesis	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00460 Cyanoamino acid metabolism [PATH:ko00460]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00670 One carbon pool by folate [PATH:ko00670]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.2  Hydroxymethyl-, formyl- and related transferases>>>2.1.2.1  glycine hydroxymethyltransferase	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Energy metabolism; Methane metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	Photorespiration!!!Formaldehyde assimilation, serine pathway!!!C1-unit interconversion, prokaryotes!!!C1-unit interconversion, eukaryotes	glycine hydroxymethyltransferase [EC:2.1.2.1]							E	COG0112	COG0112	CyCOG_60001070	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000	M00532!!!M00346!!!M00140!!!M00141	M00532!!!M00346!!!M00140!!!M00141	K00600					gene
c_000000000023	SQK-NBD114-24_barcode06_3	624.1	1539	1876																													intergenic
c_000000000024	SQK-NBD114-24_barcode06_3	629.0	1293	2013			Carbohydrate transport and metabolism	Beta-phosphoglucomutase, HAD superfamily (YcjU) (PDB:3E58) (PUBMED:29684280)		haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED											G	COG0637		CyCOG_60001257									gene
c_000000000024	SQK-NBD114-24_barcode06_3	630.0	2034	2202						Photosystem II complex subunit Ycf12														CyCOG_60032240									gene
c_000000000025	SQK-NBD114-24_barcode06_3	639.0	5904	7317			Translation, ribosomal structure and biogenesis	Translation elongation factor EF-4, membrane-bound GTPase (LepA) (PDB:3DEG)		GTP-binding protein LepA											J	COG0481		CyCOG_60000201									gene
c_000000000026	SQK-NBD114-24_barcode06_3	646.0	2091	2256						two component transcriptional regulator, winged helix family														CyCOG_60001922									gene
c_000000000026	SQK-NBD114-24_barcode06_3	646.1	2257	2540																													intergenic
c_000000000026	SQK-NBD114-24_barcode06_3	647.0	2541	2694						voltage-gated potassium channel														CyCOG_60000823									gene
c_000000000028	SQK-NBD114-24_barcode06_3	658.0	2541	3390			Amino acid transport and metabolism	Threonine deaminase (IlvA) (PDB:3IAU)	Isoleucine, leucine, valine biosynthesis	L-threonine ammonia-lyase	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]!!!Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.1  Ammonia-lyases>>>4.3.1.19  threonine ammonia-lyase	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	threonine dehydratase [EC:4.3.1.19]							E	COG1171	COG1171	CyCOG_60001050	ko00001!!!ko00001!!!ko01000	M00570	M00570	K01754					gene
c_000000000029	SQK-NBD114-24_barcode06_3	659.0	2	101						competence/damage-inducible protein cinA														CyCOG_60000054									gene
c_000000000029	SQK-NBD114-24_barcode06_3	659.1	102	579																													intergenic
c_000000000031	SQK-NBD114-24_barcode06_3	702.1	5717	6305																													intergenic
c_000000000031	SQK-NBD114-24_barcode06_3	703.0	6306	6411						hypothetical protein														CyCOG_60001172									gene
c_000000000033	SQK-NBD114-24_barcode06_3	844.0	1192	1435			Posttranslational modification, protein turnover, chaperones	Fe-S cluster assembly scaffold protein SufB (SufB) (PDB:1VH4)		Iron-regulated ABC transporter membrane component SufB											O	COG0719		CyCOG_60000326									gene
c_000000000033	SQK-NBD114-24_barcode06_3	846.0	2078	2444			Cell wall/membrane/envelope biogenesis	Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)		UDP-glucuronate 4-epimerase											M	COG0451		CyCOG_60000046									gene
c_000000000033	SQK-NBD114-24_barcode06_3	846.1	2445	2493																													intergenic
c_000000000033	SQK-NBD114-24_barcode06_3	847.0	2494	2728			Cell wall/membrane/envelope biogenesis	UDP-glucose 4-epimerase (GalE) (PDB:1A9Y)		UDP-galactose 4-epimerase											M	COG1087		CyCOG_60000878									gene
c_000000000034	SQK-NBD114-24_barcode06_3	848.0	2	254			Amino acid transport and metabolism	Selenocysteine lyase/Cysteine desulfurase (CsdA) (PDB:4LW2)		L-cysteine/cystine lyase											E	COG0520		CyCOG_60000714									gene
c_000000000034	SQK-NBD114-24_barcode06_3	848.1	255	477																													intergenic
c_000000000035	SQK-NBD114-24_barcode06_3	1113.0	1008	1566			Signal transduction mechanisms	GAF domain (GAF)		GAF domain-containing protein											T	COG2203		CyCOG_60001375									gene
c_000000000035	SQK-NBD114-24_barcode06_3	1114.1	2050	2180																													intergenic
c_000000000035	SQK-NBD114-24_barcode06_3	1115.0	2181	2769			Replication, recombination and repair!!!Coenzyme transport and metabolism	ADP-ribose pyrophosphatase domain of DNA damage- and competence-inducible protein CinA (CinA) (PDB:4CT9) (PUBMED:25313401)!!!Nicotinamide mononucleotide (NMN) deamidase PncC (PncC) (PDB:2A9S)	NAD biosynthesis	competence/damage-inducible protein cinA	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]!!!Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.1  In linear amides>>>3.5.1.42  nicotinamide-nucleotide amidase			nicotinamide-nucleotide amidase [EC:3.5.1.42]							L!!!H	COG1058!!!COG1546	COG1058!!!COG1546	CyCOG_60000054	ko00001!!!ko01000			K03742					gene
c_000000000039	SQK-NBD114-24_barcode06_3	1162.0	3024	3474			Replication, recombination and repair	Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE (SurE) (PDB:2V4N)		5'-nucleotidase /3'-nucleotidase /exopolyphosphatase											L	COG0496		CyCOG_60000569									gene
c_000000000039	SQK-NBD114-24_barcode06_3	1162.1	3475	3640																													intergenic
c_000000000039	SQK-NBD114-24_barcode06_3	1163.0	3641	3875						hypothetical protein														CyCOG_60001520									gene
c_000000000040	SQK-NBD114-24_barcode06_3	1164.0	2	278						Tetratricopeptide repeat-containing protein														CyCOG_60001259									gene
c_000000000042	SQK-NBD114-24_barcode06_3	1270.1	22765	22914																													intergenic
c_000000000042	SQK-NBD114-24_barcode06_3	1271.0	22915	23479			Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)		Permease of the drug/metabolite transporter (DMT) superfamily											G!!!E!!!R	COG0697		CyCOG_60001143									gene
c_000000000043	SQK-NBD114-24_barcode06_3	1275.1	2605	2899																													intergenic
c_000000000043	SQK-NBD114-24_barcode06_3	1288.0	11720	11987						hypothetical protein														CyCOG_60000885									gene
c_000000000049	SQK-NBD114-24_barcode06_3	1382.0	0	1170			Cell wall/membrane/envelope biogenesis	Lipid A disaccharide synthetase (LpxB) (PDB:5W8N)	Lipid A biosynthesis	lipid-A-disaccharide synthase	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00540 Lipopolysaccharide biosynthesis [PATH:ko00540]!!!Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.1  Hexosyltransferases>>>2.4.1.182  lipid-A-disaccharide synthase!!!Lipopolysaccharide biosynthesis proteins>>>Lipid A	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism!!!Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type!!!KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	lipid-A-disaccharide synthase [EC:2.4.1.182]							M	COG0763	COG0763	CyCOG_60000759	ko00001!!!ko01000!!!ko01005	M00060!!!M00866	M00060!!!M00866	K00748					gene
c_000000000052	SQK-NBD114-24_barcode06_3	1642.0	158416	158716			Nucleotide transport and metabolism	CTP synthase (UTP-ammonia lyase) (PyrG) (PDB:1S1M)	Pyrimidine biosynthesis	CTP synthase	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.2  CTP synthase (glutamine hydrolysing)	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	CTP synthase [EC:6.3.4.2]							F	COG0504	COG0504	CyCOG_60000225	ko00001!!!ko01000	M00052	M00052	K01937					gene
c_000000000053	SQK-NBD114-24_barcode06_3	1801.0	138420	138627						hypothetical protein														CyCOG_60001191									gene
c_000000000054	SQK-NBD114-24_barcode06_3	1888.0	67552	67966			Energy production and conversion!!!Posttranslational modification, protein turnover, chaperones	Cytochrome c biogenesis protein CcdA (CcdA) (PDB:5VKV)		cytochrome c-type biogenesis protein											C!!!O	COG0785		CyCOG_60000797									gene
c_000000000054	SQK-NBD114-24_barcode06_3	1889.0	67958	68129						hypothetical protein														CyCOG_60001476									gene
c_000000000054	SQK-NBD114-24_barcode06_3	1889.1	68130	68190																													intergenic
c_000000000054	SQK-NBD114-24_barcode06_3	1890.0	68191	68410						hypothetical protein														CyCOG_60001540									gene
c_000000000055	SQK-NBD114-24_barcode06_3	1891.0	0	1923			Replication, recombination and repair	DNA polymerase III, gamma/tau subunits (DnaX) (PDB:1A5T)		DNA polymerase-3 subunit gamma/tau	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03030 DNA replication [PATH:ko03030]!!!KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03430 Mismatch repair [PATH:ko03430]!!!KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03440 Homologous recombination [PATH:ko03440]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.7  DNA-directed DNA polymerase!!!DNA replication proteins>>>Prokaryotic type>>>DNA Replication Elongation Factors>>>Elongation factors (bacterial)>>>DNA polymerase III holoenzyme!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>MMR (mismatch excision repair)>>>DNA polymerase III holoenzyme			DNA polymerase III subunit gamma/tau [EC:2.7.7.7]							L	COG2812		CyCOG_60000108	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko03032!!!ko03400			K02343					gene
c_000000000001	SQK-NBD114-24_barcode08_2	277.1	320504	327449																													intergenic
c_000000000001	SQK-NBD114-24_barcode08_2	2614.1	2796485	2802387																													intergenic
c_000000000001	SQK-NBD114-24_barcode08_2	4137.1	4486738	4494882																													intergenic
c_000000000002	SQK-NBD114-24_barcode17_7	245.1	36682	42883																													intergenic
c_000000000002	SQK-NBD114-24_barcode17_7	450.1	278761	285087																													intergenic
c_000000000003	SQK-NBD114-24_barcode22_2	152.0	61201	62584			Energy production and conversion	Photosystem II reaction center chlorophyll a-binding protein CP43, PsbC (PsbC) (PDB:1S5L) (PUBMED:20558739;25043005)	Photosystem II	photosystem II CP43 chlorophyll apoprotein	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00195 Photosynthesis [PATH:ko00195]!!!Photosynthesis proteins>>>Photosystem and electron transport system>>>Photosystem II (P680 chlorophyll a) [OT]>>>Main subunits	Pathway modules; Energy metabolism; Photosynthesis!!!Signature modules; Module set; Metabolic capacity	Photosystem II!!!Oxygenic photosynthesis in plants and cyanobacteria	photosystem II CP43 chlorophyll apoprotein							C	COG5718	COG5718	CyCOG_60000627	ko00001!!!ko00194	M00161!!!M00611	M00161!!!M00611	K02705					gene
c_000000000003	SQK-NBD114-24_barcode22_2	341.1	221016	221113																													intergenic
c_000000000003	SQK-NBD114-24_barcode22_2	342.0	221114	221393			Nucleotide transport and metabolism	Dihydroorotate dehydrogenase (PyrD) (PDB:1GT8)	Pyrimidine biosynthesis	dihydroorotate oxidase A											F	COG0167	COG0167	CyCOG_60000442									gene
c_000000000003	SQK-NBD114-24_barcode22_2	342.1	221394	221527																													intergenic
